occurrence_no;record_type;reid_no;flags;collection_no;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma
1333570;occ;NA;NA;92554;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333571;occ;NA;NA;92554;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333572;occ;NA;NA;89574;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333573;occ;NA;NA;89574;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333575;occ;NA;NA;91536;Cypraeorbis willcoxi;NA;species;249727;Burdigalian;;20.45;15.98
1333576;occ;NA;NA;91536;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333577;occ;NA;NA;91536;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1333578;occ;NA;NA;92562;Talparia (Talparia) mariaelisabethae;NA;species;343480;Burdigalian;;20.45;15.98
1333579;occ;NA;NA;92563;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333580;occ;NA;NA;92564;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333581;occ;NA;NA;179122;Talparia (Talparia) mariaelisabethae;NA;species;343480;Aquitanian;;23.04;20.45
1333584;occ;NA;NA;74962;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333585;occ;NA;NA;74962;Luria campbelliana;NA;species;249750;Burdigalian;;20.45;15.98
1333586;occ;NA;NA;74962;Zonaria heilprinii;NA;species;249760;Burdigalian;;20.45;15.98
1333587;occ;NA;NA;179697;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333588;occ;NA;NA;41760;Cypraeorbis willcoxi ballista;NA;subspecies;249730;Burdigalian;;20.45;15.98
1333589;occ;NA;NA;41760;Cypraeorbis arlettae;NA;species;249740;Burdigalian;;20.45;15.98
1333592;occ;NA;NA;42443;Loxacypraea chilona;NA;species;187671;Burdigalian;;20.45;15.98
1333644;occ;NA;NA;179713;Pustularia lodanensis;NA;species;337391;Langhian;;15.98;13.82
1333645;occ;NA;NA;179713;Erronea (Adusta) proxima;NA;species;343961;Langhian;;15.98;13.82
1333652;occ;32478;NA;179718;Archicypraea bellardiana;NA;species;341923;Ypresian;;56;48.07
1333919;occ;NA;NA;74868;Jousseaumea diluviana;NA;species;114854;Burdigalian;;20.45;15.98
1333920;occ;NA;NA;74868;Jousseaumea grateloupi;NA;species;342940;Burdigalian;;20.45;15.98
1333921;occ;NA;NA;74868;Chelycypraea (Miolyncina) subovum;NA;species;339392;Burdigalian;;20.45;15.98
1333922;occ;NA;NA;74868;Lyncina tumida;NA;species;340284;Burdigalian;;20.45;15.98
1333923;occ;NA;NA;74868;Trona leporina;NA;species;249742;Burdigalian;;20.45;15.98
1333924;occ;NA;NA;74868;Trona subporcellus;NA;species;344221;Burdigalian;;20.45;15.98
1333925;occ;NA;NA;74868;Schilderia columbaria;NA;species;342137;Burdigalian;;20.45;15.98
1333926;occ;NA;NA;74868;Fossacypraea apiceproducta;NA;species;336396;Burdigalian;;20.45;15.98
1333927;occ;NA;NA;74868;Fossacypraea eburnina;NA;species;339675;Burdigalian;;20.45;15.98
1334020;occ;NA;NA;177068;Eotrivia baronensis;NA;species;344295;Bartonian;;41.03;37.71
1334021;occ;NA;NA;179763;Eotrivia procera;NA;species;344291;Priabonian;;37.71;33.9
1334022;occ;NA;NA;179763;Eotrivia faracii;NA;species;339375;Priabonian;;37.71;33.9
1334024;occ;NA;NA;178049;Eotrivia recluzi;NA;species;344297;Bartonian;;41.03;37.71
1334025;occ;NA;NA;122893;Eotrivia recluzi;NA;species;344297;Lutetian;Bartonian;48.07;37.71
1334055;occ;NA;NA;179776;Prozonarina fabagina;NA;species;114844;Tortonian;;11.63;7.246
1334080;occ;NA;NA;179777;Schilderia amygdalum;NA;species;340717;Tortonian;;11.63;7.246
1334117;occ;NA;NA;147003;Trona apenninensis;NA;species;344313;Rupelian;;33.9;27.03
1334118;occ;NA;NA;179787;Trona carcarensis;NA;species;344315;Priabonian;;37.71;33.9
1334119;occ;NA;NA;179787;Lyncina praecedens;NA;species;344320;Priabonian;;37.71;33.9
1334120;occ;NA;NA;147003;Cypraeorbis exsplendens;NA;species;344330;Rupelian;;33.9;27.03
1334121;occ;NA;NA;179786;Cypraeorbis exsplendens;NA;species;344330;Priabonian;;37.71;33.9
1334123;occ;NA;NA;179788;Cypraeorbis exsplendens;NA;species;344330;Priabonian;;37.71;33.9
1334149;occ;NA;NA;179803;Palaeocypraea (Palaeocypraea) titonica;NA;species;344371;Tithonian;;149.2;143.1
1334150;occ;NA;NA;179803;Bernaya (Bernaya) gemmellaroi;NA;species;344340;Tithonian;;149.2;143.1
1334269;occ;NA;NA;179815;Bernaya (Bernaya) azevedoi;NA;species;344375;Campanian;;83.6;72.2
1334272;occ;NA;NA;87462;Bernaya (Bernaya) depereti;NA;species;344380;Late Turonian;;93.9;89.8
1334279;occ;NA;NA;179817;Palaeocypraea (Palaeocypraea) primigenia;NA;species;344382;Late Barremian;;125.77;121.4
1334280;occ;32496;NA;179817;Bernaya (Protocypraea) sayni;NA;species;344384;Late Barremian;;125.77;121.4
1337175;occ;NA;NA;38823;Schilderia amygdalum;NA;species;340717;Badenian;;13.82;12.8
1338200;occ;NA;NA;180639;Palaeocypraea (Palaeocypraea) anomala;NA;species;345504;Campanian;;83.6;72.2
1338201;occ;NA;NA;177883;Palaeocypraea (Palaeocypraea) caffrarica;NA;species;345509;Santonian;;85.7;83.6
1338202;occ;NA;NA;180640;Palaeocypraea (Palaeocypraea) deserti;NA;species;345512;Early Maastrichtian;;72.2;66
1338203;occ;32620;NA;180641;Palaeocypraea (Palaeocypraea) desertorum;NA;species;345516;Late Maastrichtian;;72.2;66
1338204;occ;32621;NA;180641;Palaeocypraea (Palaeocypraea) desertorum;NA;species;345516;Late Maastrichtian;;72.2;66
1338205;occ;NA;NA;179817;Palaeocypraea (Palaeocypraea) drumensis;NA;species;345517;Late Barremian;;125.77;121.4
1338206;occ;NA;NA;85267;Palaeocypraea (Palaeocypraea) limburgensis;NA;species;345519;Late Maastrichtian;;72.2;66
1338207;occ;NA;NA;85267;Palaeocypraea (Palaeocypraea) maestrichtensis;NA;species;345523;Late Maastrichtian;;72.2;66
1338271;occ;NA;NA;180658;Palaeocypraea (Palaeocypraea) paronai;NA;species;345591;Early Cenomanian;;100.5;93.9
1338274;occ;NA;NA;180659;Palaeocypraea (Palaeocypraea) vayssierei;NA;species;345602;Turonian;;93.9;89.8
1338275;occ;NA;NA;41428;Palaeocypraea (Pustulariopsis) globulina;NA;species;345606;Late Maastrichtian;;72.2;66
1338276;occ;NA;NA;180658;Palaeocypraea (Pustulariopsis) pustulifera;NA;species;336504;Early Cenomanian;;100.5;93.9
1338277;occ;NA;NA;180658;Palaeocypraea (Pustulariopsis) pustulifera;NA;species;336504;Early Cenomanian;;100.5;93.9
1338278;occ;NA;NA;180660;Bernaya (Bernaya) baluchistanensis;NA;species;345613;Early Maastrichtian;;72.2;66
1338279;occ;NA;NA;180661;Bernaya (Bernaya) azevedoi;NA;species;344375;Campanian;;83.6;72.2
1338285;occ;NA;NA;180662;Bernaya (Bernaya) burlingtonensis;NA;species;335090;Middle Campanian;Late Campanian;83.6;72.2
1338286;occ;32628;NA;180663;Bernaya (Bernaya) coromandelica;NA;species;345622;Coniacian;;89.8;85.7
1354490;occ;NA;NA;183747;Gisortia gigantea;NA;species;114125;Ypresian;;56;48.07
1354491;occ;NA;NA;183747;Gisortia (Vicetia) hantkeni;NA;species;342657;Ypresian;;56;48.07
1354499;occ;NA;NA;183750;Lyncina amygdalina;NA;species;341786;Ypresian;;56;48.07
1354500;occ;NA;NA;183750;Semicypraea koninckii;NA;species;339119;Ypresian;;56;48.07
1354501;occ;NA;NA;183750;Gisortia gigantea;NA;species;114125;Ypresian;;56;48.07
1354502;occ;NA;NA;183750;Gisortia (Vicetia) hantkeni;NA;species;342657;Ypresian;;56;48.07
1354503;occ;NA;NA;183750;Eopustularia moloni;NA;species;337379;Ypresian;;56;48.07
1354508;occ;41333;NA;183752;Bernaya kaylinae;NA;species;479100;Ypresian;Lutetian;56;41.03
1354510;occ;NA;NA;183754;Gisortia (Vicetia) hantkeni;NA;species;342657;Ypresian;;56;48.07
1354568;occ;NA;NA;183787;Gisortia tuberculosa;NA;species;162243;Ypresian;;56;48.07
1355256;occ;NA;NA;183961;Callistocypraea (Miolyncina) soriensis;NA;species;342208;Lutetian;;48.07;41.03
1355257;occ;NA;NA;183948;Gisortia murchisoni;NA;species;114122;Ypresian;;56;48.07
1355258;occ;NA;NA;184031;Gisortia murchisoni;NA;species;114122;Lutetian;;48.07;41.03
1355259;occ;NA;NA;183837;Gisortia murchisoni;NA;species;114122;Ypresian;;56;48.07
1355260;occ;NA;NA;183839;Gisortia murchisoni;NA;species;114122;Ypresian;;56;48.07
1355261;occ;NA;NA;184032;Vicetia sowerbyi;NA;species;342467;Lutetian;;48.07;41.03
1355262;occ;NA;NA;183923;Vicetia sowerbyi;NA;species;342467;Lutetian;;48.07;41.03
1355889;occ;NA;NA;184107;Cypraea pediculus;NA;species;349981;Lutetian;;48.07;41.03
1355891;occ;NA;NA;184107;Cypraea sulcosa;NA;species;349982;Lutetian;;48.07;41.03
1374120;occ;NA;NA;187583;Cypraeidae;NA;family;60047;Tortonian;;11.63;7.246
1384439;occ;NA;NA;189840;Palaeocypraea (Palaeocypraea) tithonica;NA;species;344338;Tithonian;;149.2;143.1
1390150;occ;NA;NA;152605;Propustularia;NA;genus;10318;Badenian;;13.82;12.8
1390168;occ;NA;NA;179230;Propustularia;NA;genus;10318;Badenian;;13.82;12.8
1390174;occ;NA;NA;191166;Eopustularia balinka;NA;species;337397;Lutetian;;48.07;41.03
1390176;occ;NA;NA;172909;Eopustularia balinka;NA;species;337397;Lutetian;Bartonian;48.07;37.71
1392420;occ;NA;NA;191624;Cypraeidae;NA;family;60047;Serravallian;Tortonian;13.82;7.246
1397954;occ;NA;NA;192719;Erosaria;NA;genus;9825;Late Pleistocene;;0.129;0.0117
1397955;occ;NA;NA;192719;Erronea caurica;NA;species;60027;Late Pleistocene;;0.129;0.0117
1397992;occ;NA;NA;192720;Erosaria;NA;genus;9825;Late Pleistocene;;0.129;0.0117
1397993;occ;NA;NA;192720;Erronea caurica;NA;species;60027;Late Pleistocene;;0.129;0.0117
1397994;occ;NA;NA;192720;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
1397995;occ;NA;NA;192720;Mauritia grayana;NA;species;342944;Late Pleistocene;;0.129;0.0117
1397996;occ;NA;NA;192720;Cypraea pantherina;NA;species;336507;Late Pleistocene;;0.129;0.0117
1397997;occ;NA;NA;192720;Erosaria spurca;NA;species;109031;Late Pleistocene;;0.129;0.0117
1397999;occ;NA;NA;192720;Cypraea (Lyncina) vitellus;NA;species;60046;Late Pleistocene;;0.129;0.0117
1398001;occ;NA;NA;192720;Talparia talpa;NA;species;342289;Late Pleistocene;;0.129;0.0117
1405001;occ;NA;NA;194003;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
1405002;occ;NA;NA;194003;Mauritia maculifera;NA;species;147498;Late Pleistocene;;0.129;0.0117
1405003;occ;NA;NA;194003;Mauritia scurra;NA;species;342823;Late Pleistocene;;0.129;0.0117
1405004;occ;NA;NA;194003;Monetaria moneta;NA;species;60041;Late Pleistocene;;0.129;0.0117
1405005;occ;NA;NA;194003;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
1407287;occ;NA;NA;194405;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1408541;occ;NA;NA;194399;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1408550;occ;NA;NA;194406;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1408570;occ;NA;NA;194407;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1408662;occ;NA;NA;194400;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1408678;occ;NA;NA;194546;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
1427240;occ;NA;NA;198537;Cypraeidae;NA;family;60047;Pleistocene;;2.58;0.0117
1427401;occ;NA;NA;198563;Cypraeidae;NA;family;60047;Pleistocene;;2.58;0.0117
1434442;occ;NA;NA;86814;Bernaya (Protocypraea) argonautica;NA;species;335097;Turonian;;93.9;89.8
1434637;occ;41331;NA;8012;Subepona leahae;NA;species;479093;Lutetian;;48.07;41.03
1436454;occ;NA;NA;200398;Neobernaya spadicea;NA;species;335362;Late Pliocene;;3.6;2.58
1440519;occ;NA;NA;200899;Cypraea;NA;genus;9724;Eocene;;56;33.9
1442502;occ;NA;NA;201414;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
1452415;occ;NA;NA;202495;Neobernaya spadicea;NA;species;335362;Early Pleistocene;;2.58;0.774
1452454;occ;NA;NA;202492;Neobernaya spadicea;NA;species;335362;Middle Pleistocene;;0.774;0.129
1455989;occ;NA;NA;203113;Neobernaya spadicea;NA;species;335362;Middle Pleistocene;;0.774;0.129
1456121;occ;NA;NA;203114;Neobernaya spadicea;NA;species;335362;Middle Pleistocene;;0.774;0.129
1457497;occ;NA;NA;176279;Umbilia (Umbilia) platyrhyncha;NA;species;334867;Chattian;;27.03;23.04
1469788;occ;NA;NA;205267;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1469815;occ;NA;NA;205271;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1470966;occ;NA;NA;205411;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1471610;occ;NA;NA;205410;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1472833;occ;NA;NA;205446;Cypraea;NA;genus;9724;Maastrichtian;;72.2;66
1472995;occ;NA;NA;205421;Cypraea;NA;genus;9724;Lutetian;;48.07;41.03
1472996;occ;NA;NA;205421;Cypraea;NA;genus;9724;Lutetian;;48.07;41.03
1473214;occ;NA;NA;205430;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1473694;occ;NA;NA;205438;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1473896;occ;NA;NA;205440;Cypraea;NA;genus;9724;Lutetian;;48.07;41.03
1473897;occ;NA;NA;205440;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1474331;occ;NA;NA;205816;Zoila viathomsoni;NA;species;335722;Priabonian;;37.71;33.9
1474659;occ;NA;NA;205433;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1475367;occ;NA;NA;205489;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1476048;occ;NA;NA;205466;Cypraea;NA;genus;9724;Danian;;66;61.66
1476619;occ;NA;NA;205422;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1476620;occ;NA;NA;205422;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1477899;occ;NA;NA;205479;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1478457;occ;NA;NA;205480;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1478458;occ;NA;NA;205480;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1478666;occ;NA;NA;205481;Cypraeorbis;NA;genus;9730;Bartonian;;41.03;37.71
1479278;occ;NA;NA;205485;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1480215;occ;NA;NA;205499;Cypraea;NA;genus;9724;Selandian;;61.66;59.24
1480285;occ;NA;NA;205501;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1480376;occ;NA;NA;205503;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1481059;occ;NA;NA;205515;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
1481167;occ;NA;NA;205520;Cypraeorbis bulbus;NA;species;335387;Lutetian;;48.07;41.03
1481944;occ;NA;NA;205539;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1482811;occ;NA;NA;205527;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1483287;occ;NA;NA;205532;Cypraea;NA;genus;9724;Lutetian;;48.07;41.03
1483459;occ;NA;NA;205533;Cypraeorbis bulbus;NA;species;335387;Lutetian;;48.07;41.03
1483715;occ;NA;NA;205537;Cypraeorbis;NA;genus;9730;Lutetian;;48.07;41.03
1487289;occ;NA;NA;207005;Pseudozonaria nigropunctata;NA;species;187644;Pleistocene;;2.58;0.0117
1499165;occ;NA;NA;59063;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1500671;occ;NA;NA;208935;Zonarina pinguis;NA;species;336819;Late Eocene;;37.71;33.9
1501566;occ;NA;NA;209168;Cypraea;NA;genus;9724;Late Miocene;Pliocene;11.63;2.58
1502215;occ;NA;NA;83985;Gisortia brevis;NA;species;341983;Thanetian;;59.24;56
1502223;occ;NA;NA;83986;Gisortia brevis;NA;species;341983;Paleocene;Ypresian;66;48.07
1502251;occ;NA;NA;83984;Vicetia sowerbyi;NA;species;342467;Selandian;Thanetian;61.66;56
1502439;occ;NA;NA;84137;Cypraeorbis sphaeroides;NA;species;342312;Rupelian;;33.9;27.03
1502583;occ;NA;NA;209387;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1502586;occ;NA;NA;209386;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1502587;occ;NA;NA;209390;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1502588;occ;NA;NA;209391;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1502602;occ;NA;NA;209398;Gisortia brevis;NA;species;341983;Selandian;Thanetian;61.66;56
1502603;occ;NA;NA;209399;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1502604;occ;NA;NA;209400;Gisortia brevis;NA;species;341983;Lutetian;;48.07;41.03
1504758;occ;NA;NA;209827;Cypraea;NA;genus;9724;Oligocene;Early Miocene;33.9;15.98
1504892;occ;NA;NA;209855;Macrocypraea zebra;NA;species;109181;Holocene;;0.0117;0
1549901;occ;NA;NA;160361;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1550986;occ;NA;NA;219029;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1574337;occ;NA;NA;222543;Umbilia furneauxensis;NA;species;442369;Late Pliocene;;3.6;2.58
1575460;occ;NA;NA;222659;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1575475;occ;NA;NA;222660;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1580398;occ;NA;NA;223041;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1596079;occ;NA;NA;225667;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
1601537;occ;NA;NA;52347;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
1639610;occ;NA;NA;220448;Propustularia kemperae;NA;species;336476;Danian;Selandian;66;59.24
1639611;occ;NA;NA;205394;Propustularia kemperae;NA;species;336476;Thanetian;;59.24;56
1639612;occ;NA;NA;178718;Subepona goedertorum;NA;species;336210;Ypresian;;56;48.07
1639613;occ;NA;NA;176361;Bernaya grovesi;NA;species;342624;Ypresian;;56;48.07
1639614;occ;NA;NA;8012;Bernaya kaylinae;NA;species;479100;Lutetian;;48.07;41.03
1639615;occ;NA;NA;8014;Bernaya kaylinae;NA;species;479100;Ypresian;Lutetian;56;41.03
1639616;occ;NA;NA;173475;Bernaya kaylinae;NA;species;479100;Lutetian;;48.07;41.03
1639618;occ;NA;NA;218667;Protocypraea;NA;genus;10325;Selandian;;61.66;59.24
1639619;occ;NA;NA;189952;Cypraeidae;NA;family;60047;Thanetian;;59.24;56
1667306;occ;NA;NA;220305;Vicetia bizzottoi;NA;species;499901;Priabonian;;37.71;33.9
1678320;occ;NA;NA;237911;Cypraea;NA;genus;9724;Early Miocene;;23.04;15.98
1684611;occ;NA;NA;238616;Neobernaya spadicea;NA;species;335362;Late Pliocene;;3.6;2.58
1685547;occ;NA;NA;238730;Proadusta truncata;NA;species;504923;Rupelian;;33.9;27.03
1685942;occ;NA;NA;238827;Cypraea;NA;genus;9724;Thanetian;;59.24;56
1686227;occ;NA;NA;208580;Neobernaya spadicea;NA;species;335362;Early Pliocene;;5.333;3.6
1688501;occ;NA;NA;239463;Neobernaya spadicea;NA;species;335362;Late Pliocene;;3.6;2.58
1688532;occ;NA;NA;239465;Neobernaya spadicea;NA;species;335362;Late Pliocene;;3.6;2.58
1689419;occ;NA;NA;239601;Propustularia kemperae;NA;species;336476;Selandian;;61.66;59.24
1689752;occ;NA;NA;77172;Erronea (Gratiadusta) nasuta;NA;species;113705;Early Miocene;;23.04;15.98
1689753;occ;NA;NA;77171;Erronea (Gratiadusta) nasuta;NA;species;113705;Early Miocene;;23.04;15.98
1690013;occ;NA;NA;239685;Protocypraea simiensis;NA;species;336478;Selandian;Thanetian;61.66;56
1690183;occ;NA;NA;239713;Protocypraea simiensis;NA;species;336478;Thanetian;;59.24;56
1690242;occ;NA;NA;239721;Propustularia kemperae;NA;species;336476;Selandian;;61.66;59.24
1691170;occ;NA;NA;190798;Bernaya;NA;genus;9543;Danian;;66;61.66
