occurrence_no;record_type;reid_no;flags;collection_no;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma
813175;occ;NA;NA;89404;Nucleolaria granulata;NA;species;147496;Late Pleistocene;;0.129;0.0117
813176;occ;NA;NA;89404;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
813184;occ;NA;NA;89406;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;Late Pleistocene;0.774;0.0117
813185;occ;NA;NA;89406;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;Late Pleistocene;0.774;0.0117
813186;occ;NA;NA;89406;Mauritia maculifera;NA;species;147498;Middle Pleistocene;Late Pleistocene;0.774;0.0117
813187;occ;NA;NA;89406;Mauritia mauritiana;NA;species;115688;Middle Pleistocene;Late Pleistocene;0.774;0.0117
813860;occ;NA;NA;89573;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
814002;occ;NA;NA;89597;Pseudozonaria annettae;NA;species;164301;Late Pleistocene;;0.129;0.0117
814003;occ;NA;NA;89597;Pseudozonaria arabicula;NA;species;187653;Late Pleistocene;;0.129;0.0117
835101;occ;23155;NA;92751;Muracypraea donmoorei;NA;species;167636;Late Miocene;;11.63;5.333
837905;occ;NA;NA;92977;Gisortia clarki;NA;species;162241;Late Eocene;;37.71;33.9
840043;occ;27648;NA;93053;Muracypraea isthmica;NA;species;167381;Tortonian;;11.63;7.246
840048;occ;27649;NA;93054;Muracypraea isthmica;NA;species;167381;Tortonian;;11.63;7.246
841888;occ;NA;NA;93369;Cypraeorbis;NA;genus;9730;Burdigalian;;20.45;15.98
841889;occ;NA;NA;93369;Jousseaumea joossi;NA;species;343898;Burdigalian;;20.45;15.98
851462;occ;NA;NA;94693;Gisortia (Vicetia) hantkeni;NA;species;342657;Ypresian;;56;48.07
853686;occ;NA;NA;81077;Pustularia globulus;NA;species;342933;Late Pleistocene;;0.129;0.0117
854166;occ;NA;NA;94832;Naria erosa;NA;species;60031;Early Pleistocene;;2.58;0.774
868729;occ;NA;NA;96352;Cypraea (Luria) cinerea;NA;species;167360;Holocene;;0.0117;0
869628;occ;NA;NA;96436;Mauritia arabica;NA;species;60023;Late Pleistocene;;0.129;0.0117
869629;occ;NA;NA;96436;Arestorides argus;NA;species;60024;Late Pleistocene;;0.129;0.0117
869630;occ;NA;NA;96436;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
869631;occ;NA;NA;96436;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
869632;occ;NA;NA;96436;Cypraea (Lyncina) lynx;NA;species;60039;Late Pleistocene;;0.129;0.0117
869633;occ;NA;NA;96436;Talostolida teres;NA;species;170596;Late Pleistocene;;0.129;0.0117
869729;occ;NA;NA;96448;Muracypraea henekeni;NA;species;161733;Middle Miocene;;15.98;11.63
869823;occ;NA;NA;96472;Arestorides argus;NA;species;60024;Late Pleistocene;;0.129;0.0117
869824;occ;NA;NA;96472;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
869825;occ;NA;NA;96472;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
869826;occ;NA;NA;96472;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
869839;occ;NA;NA;96473;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
869840;occ;NA;NA;96473;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
869841;occ;NA;NA;96473;Mauritia mauritiana;NA;species;115688;Late Pleistocene;;0.129;0.0117
869862;occ;NA;NA;96474;Arestorides argus;NA;species;60024;Late Pleistocene;;0.129;0.0117
869863;occ;NA;NA;96474;Cypraea (Lyncina) lynx;NA;species;60039;Late Pleistocene;;0.129;0.0117
870039;occ;NA;NA;96514;Muracypraea henekeni;NA;species;161733;Late Miocene;;11.63;5.333
870190;occ;NA;NA;79960;Akleistostoma floridana;NA;species;343114;Late Pliocene;;3.6;2.58
870191;occ;NA;NA;79960;Siphocypraea trippeana;NA;species;342082;Late Pliocene;;3.6;2.58
870192;occ;NA;NA;79960;Siphocypraea transitoria;NA;species;341759;Late Pliocene;;3.6;2.58
870193;occ;NA;NA;79960;Akleistostoma hughesi;NA;species;342629;Late Pliocene;;3.6;2.58
870257;occ;NA;NA;35025;Siphocypraea problematica;NA;species;111875;Early Pleistocene;;2.58;0.774
870282;occ;NA;NA;35031;Macrocypraea cervus;NA;species;156624;Middle Pleistocene;;0.774;0.129
870603;occ;NA;NA;96557;Pseudozonaria annettae;NA;species;164301;Late Pleistocene;;0.129;0.0117
870739;occ;NA;NA;96565;Pseudozonaria arabicula;NA;species;187653;Pleistocene;;2.58;0.0117
870740;occ;NA;NA;96565;Pseudozonaria annettae;NA;species;164301;Pleistocene;;2.58;0.0117
871002;occ;NA;NA;96570;Siphocypraea amandusi;NA;species;167382;Early Miocene;;23.04;15.98
871171;occ;NA;NA;96587;Cypraea;NA;genus;9724;Pliocene;;5.333;2.58
871188;occ;NA;NA;96588;Cypraea;NA;genus;9724;Pliocene;;5.333;2.58
871458;occ;NA;NA;96593;Neobernaya spadicea;NA;species;335362;Pleistocene;;2.58;0.0117
871478;occ;NA;NA;96591;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
871797;occ;NA;NA;96596;Pseudozonaria nigropunctata;NA;species;187644;Pliocene;;5.333;2.58
871850;occ;NA;NA;96595;Pseudozonaria nigropunctata;NA;species;187644;Pliocene;;5.333;2.58
872323;occ;NA;NA;96682;Cypraea (Erosaria) caputserpentis;NA;species;147494;Middle Pleistocene;;0.774;0.129
872324;occ;NA;NA;96682;Naria erosa;NA;species;60031;Middle Pleistocene;;0.774;0.129
872325;occ;NA;NA;96682;Cypraea (Erosaria) helvola;NA;species;60034;Middle Pleistocene;;0.774;0.129
872326;occ;NA;NA;96682;Nucleolaria granulata;NA;species;147496;Middle Pleistocene;;0.774;0.129
872327;occ;NA;NA;96682;Luria isabella;NA;species;60036;Middle Pleistocene;;0.774;0.129
872328;occ;NA;NA;96682;Erosaria poraria;NA;species;343049;Middle Pleistocene;;0.774;0.129
872329;occ;NA;NA;96682;Cypraea;NA;genus;9724;Middle Pleistocene;;0.774;0.129
872335;occ;NA;NA;96682;Mauritia maculifera;NA;species;147498;Middle Pleistocene;;0.774;0.129
872336;occ;NA;NA;96682;Mauritia mauritiana;NA;species;115688;Middle Pleistocene;;0.774;0.129
872527;occ;NA;NA;96696;Cypraea;NA;genus;9724;Late Pliocene;;3.6;2.58
873301;occ;NA;NA;96787;Purpuradusta microdon;NA;species;343097;Late Pleistocene;;0.129;0.0117
873302;occ;NA;NA;96787;Erronea caurica;NA;species;60027;Late Pleistocene;;0.129;0.0117
873303;occ;NA;NA;96787;Talparia talpa;NA;species;342289;Late Pleistocene;;0.129;0.0117
873304;occ;NA;NA;96787;Luria isabella;NA;species;60036;Late Pleistocene;;0.129;0.0117
873305;occ;NA;NA;96787;Monetaria annulus;NA;species;60022;Late Pleistocene;;0.129;0.0117
873306;occ;NA;NA;96787;Cypraea pantherina;NA;species;336507;Late Pleistocene;;0.129;0.0117
873307;occ;NA;NA;96787;Lyncina carneola;NA;species;60026;Late Pleistocene;;0.129;0.0117
873308;occ;NA;NA;96787;Mauritia arabica;NA;species;60023;Late Pleistocene;;0.129;0.0117
873309;occ;NA;NA;96795;Mauritia arabica;NA;species;60023;Late Pleistocene;;0.129;0.0117
873310;occ;NA;NA;96793;Cypraea (Erosaria) caputserpentis;NA;species;147494;Late Pleistocene;;0.129;0.0117
873311;occ;NA;NA;96787;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
873312;occ;NA;NA;96789;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
873313;occ;NA;NA;96791;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
873314;occ;NA;NA;96795;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
873315;occ;NA;NA;96798;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
873316;occ;NA;NA;96787;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
873317;occ;NA;NA;96789;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
873318;occ;NA;NA;96791;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
873319;occ;NA;NA;96795;Naria erosa;NA;species;60031;Late Pleistocene;;0.129;0.0117
873320;occ;NA;NA;96787;Cypraea (Erosaria) helvola;NA;species;60034;Late Pleistocene;;0.129;0.0117
873321;occ;NA;NA;96788;Erosaria cernica;NA;species;342012;Late Pleistocene;;0.129;0.0117
873322;occ;NA;NA;96787;Bistolida erythraeensis;NA;species;342141;Late Pleistocene;;0.129;0.0117
873323;occ;NA;NA;96787;Cribrarula cribraria;NA;species;335303;Late Pleistocene;;0.129;0.0117
873324;occ;NA;NA;96787;Pustularia cicercula;NA;species;170606;Late Pleistocene;;0.129;0.0117
873325;occ;NA;NA;96787;Cypraea (Staphylaea) nucleus;NA;species;170608;Late Pleistocene;;0.129;0.0117
873489;occ;NA;NA;96864;Pseudozonaria nigropunctata;NA;species;187644;Late Pleistocene;;0.129;0.0117
873511;occ;NA;NA;96866;Pseudozonaria nigropunctata;NA;species;187644;Late Pleistocene;;0.129;0.0117
873582;occ;NA;NA;96867;Pseudozonaria nigropunctata;NA;species;187644;Late Pleistocene;;0.129;0.0117
873694;occ;NA;NA;96870;Pseudozonaria arabicula;NA;species;187653;Late Pleistocene;;0.129;0.0117
873854;occ;NA;NA;96892;Cypraeidae;NA;family;60047;Holocene;;0.0117;0
874278;occ;NA;NA;96926;Cypraea (Erosaria) caputserpentis;NA;species;147494;Holocene;;0.0117;0
874279;occ;NA;NA;96926;Cypraea (Erosaria) helvola;NA;species;60034;Holocene;;0.0117;0
874595;occ;NA;NA;96936;Neobernaya spadicea;NA;species;335362;Late Pleistocene;;0.129;0.0117
874717;occ;23375;NA;96945;Purpuradusta gracilis;NA;species;170610;Late Pleistocene;;0.129;0.0117
874739;occ;23376;NA;96943;Purpuradusta gracilis;NA;species;170610;Late Pleistocene;;0.129;0.0117
875749;occ;NA;NA;97077;Erronea;NA;genus;9826;Piacenzian;;3.6;2.58
877454;occ;NA;NA;97233;Neobernaya spadicea;NA;species;335362;Early Pliocene;;5.333;3.6
877740;occ;NA;NA;97437;Luria isabella;NA;species;60036;Holocene;;0.0117;0
877744;occ;NA;NA;97437;Cypraea (Staphylaea) nucleus;NA;species;170608;Holocene;;0.0117;0
877745;occ;NA;NA;97437;Ipsa childreni;NA;species;91930;Holocene;;0.0117;0
877746;occ;NA;NA;97437;Talostolida teres;NA;species;170596;Holocene;;0.0117;0
877768;occ;NA;NA;97438;Luria isabella;NA;species;60036;Holocene;;0.0117;0
877772;occ;NA;NA;97438;Cypraea (Staphylaea) nucleus;NA;species;170608;Holocene;;0.0117;0
877773;occ;NA;NA;97438;Ipsa childreni;NA;species;91930;Holocene;;0.0117;0
877776;occ;NA;NA;97438;Talostolida teres;NA;species;170596;Holocene;;0.0117;0
887122;occ;NA;NA;90471;Cypraeorbis ventripotens;NA;species;342144;Bartonian;;41.03;37.71
889138;occ;NA;NA;90600;Cypraeorbis alabamensis;NA;species;341802;Bartonian;;41.03;37.71
889766;occ;NA;NA;92033;Cypraeorbis nuculoides;NA;species;343018;Bartonian;;41.03;37.71
890386;occ;NA;NA;98433;Cypraea;NA;genus;9724;Danian;Selandian;66;59.24
890446;occ;NA;NA;92175;Cypraeorbis nuculoides;NA;species;343018;Bartonian;;41.03;37.71
890653;occ;NA;NA;98495;Cypraeorbis nuculoides;NA;species;343018;Bartonian;;41.03;37.71
890712;occ;NA;NA;98528;Cypraea;NA;genus;9724;Danian;Selandian;66;59.24
890918;occ;NA;NA;92371;Cypraea;NA;genus;9724;Selandian;;61.66;59.24
892180;occ;NA;NA;91791;Cypraea;NA;genus;9724;Danian;;66;61.66
893079;occ;NA;NA;92300;Cypraeorbis ventripotens;NA;species;342144;Priabonian;;37.71;33.9
893204;occ;NA;NA;92374;Cypraeorbis ventripotens;NA;species;342144;Bartonian;;41.03;37.71
893676;occ;NA;NA;91736;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893677;occ;NA;NA;91736;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893678;occ;NA;NA;91736;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893679;occ;NA;NA;91736;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893680;occ;NA;NA;91736;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893712;occ;NA;NA;91737;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893713;occ;NA;NA;91737;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893714;occ;NA;NA;91737;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
893922;occ;NA;NA;91762;Cypraea;NA;genus;9724;Bartonian;;41.03;37.71
894209;occ;NA;NA;91550;Cypraea;NA;genus;9724;Ypresian;;56;48.07
895044;occ;NA;NA;99193;Gisortia harrisi;NA;species;335330;Priabonian;;37.71;33.9
895056;occ;NA;NA;99195;Gisortia harrisi;NA;species;335330;Priabonian;;37.71;33.9
895142;occ;NA;NA;99205;Gisortia harrisi;NA;species;335330;Priabonian;;37.71;33.9
895143;occ;NA;NA;99206;Gisortia harrisi;NA;species;335330;Priabonian;;37.71;33.9
895146;occ;NA;NA;99208;Gisortia harrisi;NA;species;335330;Bartonian;Priabonian;41.03;33.9
895317;occ;NA;NA;99247;Gisortia harrisi;NA;species;335330;Bartonian;Priabonian;41.03;33.9
895334;occ;NA;NA;99252;Gisortia harrisi;NA;species;335330;Priabonian;;37.71;33.9
895373;occ;NA;NA;99264;Cypraea;NA;genus;9724;Ypresian;;56;48.07
895383;occ;NA;NA;99267;Cypraea;NA;genus;9724;Ypresian;;56;48.07
904040;occ;NA;NA;101414;Cypraea (Lyncina) lynx;NA;species;60039;Pleistocene;;2.58;0.0117
904041;occ;NA;NA;101414;Lyncina carneola;NA;species;60026;Pleistocene;;2.58;0.0117
904042;occ;NA;NA;101414;Naria erosa;NA;species;60031;Pleistocene;;2.58;0.0117
904043;occ;NA;NA;101414;Erosaria turdus;NA;species;335350;Pleistocene;;2.58;0.0117
904044;occ;NA;NA;101414;Erosaria eburnea;NA;species;91939;Pleistocene;;2.58;0.0117
904045;occ;NA;NA;101414;Monetaria moneta;NA;species;60041;Pleistocene;;2.58;0.0117
904046;occ;NA;NA;101414;Cypraea;NA;genus;9724;Pleistocene;;2.58;0.0117
904129;occ;NA;NA;101415;Cypraea pantherina;NA;species;336507;Pleistocene;;2.58;0.0117
904130;occ;NA;NA;101415;Mauritia arabica;NA;species;60023;Pleistocene;;2.58;0.0117
904131;occ;NA;NA;101415;Lyncina carneola;NA;species;60026;Pleistocene;;2.58;0.0117
904132;occ;NA;NA;101415;Naria erosa;NA;species;60031;Pleistocene;;2.58;0.0117
904133;occ;NA;NA;101415;Erosaria turdus;NA;species;335350;Pleistocene;;2.58;0.0117
904134;occ;NA;NA;101415;Luria isabella;NA;species;60036;Pleistocene;;2.58;0.0117
904135;occ;NA;NA;101415;Bistolida erythraeensis;NA;species;342141;Pleistocene;;2.58;0.0117
904226;occ;NA;NA;101417;Erosaria turdus;NA;species;335350;Pleistocene;;2.58;0.0117
904227;occ;NA;NA;101417;Erosaria eburnea;NA;species;91939;Pleistocene;;2.58;0.0117
904519;occ;NA;NA;101543;Erosaria turdus;NA;species;335350;Late Pleistocene;;0.129;0.0117
904520;occ;NA;NA;101543;Erosaria eburnea;NA;species;91939;Late Pleistocene;;0.129;0.0117
906845;occ;NA;NA;101967;Gisortia gigantea;NA;species;114125;Priabonian;;37.71;33.9
908280;occ;NA;NA;102285;Gisortia gigantea;NA;species;114125;Ypresian;;56;48.07
914754;occ;NA;NA;103866;Gisortia gigantea;NA;species;114125;Lutetian;;48.07;41.03
929861;occ;30496;NA;106367;Muracypraea hyaena;NA;species;249683;Burdigalian;Langhian;20.45;13.82
936130;occ;NA;NA;107971;Erosaria ocellata;NA;species;335946;Late Pleistocene;;0.129;0.0117
936131;occ;NA;NA;107971;Cypraea tigris;NA;species;60045;Late Pleistocene;;0.129;0.0117
936132;occ;NA;NA;107971;Cypraea;NA;genus;9724;Late Pleistocene;;0.129;0.0117
936153;occ;NA;NA;107972;Staphylaea (Staphylaea) staphylaea;NA;species;60043;Late Pleistocene;;0.129;0.0117
942352;occ;NA;NA;91803;Cypraea;NA;genus;9724;Danian;;66;61.66
951071;occ;NA;NA;111011;Pseudozonaria fehsei;NA;species;187655;Late Pliocene;;3.6;2.58
951085;occ;NA;NA;111010;Pseudozonaria fehsei;NA;species;187655;Late Pliocene;;3.6;2.58
951086;occ;NA;NA;111010;Muracypraea grahami;NA;species;167379;Late Pliocene;;3.6;2.58
951517;occ;NA;NA;111211;Pseudozonaria cathyae;NA;species;187657;Early Pliocene;;5.333;3.6
953789;occ;NA;NA;111544;Cypraea;NA;genus;9724;Late Eocene;;37.71;33.9
953809;occ;NA;NA;111543;Cypraea;NA;genus;9724;Late Eocene;;37.71;33.9
953823;occ;NA;NA;8122;Cypraea;NA;genus;9724;Late Eocene;;37.71;33.9
953841;occ;NA;NA;111546;Cypraea;NA;genus;9724;Early Oligocene;;33.9;27.03
953865;occ;NA;NA;111547;Cypraea;NA;genus;9724;Early Oligocene;;33.9;27.03
953877;occ;NA;NA;111548;Cypraea;NA;genus;9724;Early Miocene;;23.04;15.98
954202;occ;NA;NA;111599;Cypraeinae;NA;subfamily;60048;Burdigalian;;20.45;15.98
960424;occ;NA;NA;112577;Cypraea pennae;NA;species;335327;Early Miocene;;23.04;15.98
960543;occ;NA;NA;112582;Cypraea;NA;genus;9724;Early Miocene;;23.04;15.98
960544;occ;NA;NA;112582;Cypraea pennae;NA;species;335327;Early Miocene;;23.04;15.98
960743;occ;NA;NA;65162;Siphocypraea macrovoluta;NA;species;342989;Early Miocene;;23.04;15.98
960965;occ;NA;NA;112590;Siphocypraea macrovoluta;NA;species;342989;Early Miocene;;23.04;15.98
960966;occ;NA;NA;112590;Cypraea pennae;NA;species;335327;Early Miocene;;23.04;15.98
961139;occ;NA;NA;58454;Siphocypraea macrovoluta;NA;species;342989;Langhian;Serravallian;15.98;11.63
961140;occ;NA;NA;58454;Cypraea pennae;NA;species;335327;Langhian;Serravallian;15.98;11.63
961255;occ;NA;NA;112596;Siphocypraea pennai;NA;species;342802;Early Miocene;;23.04;15.98
961293;occ;NA;NA;112598;Cypraea pennae;NA;species;335327;Early Miocene;;23.04;15.98
1004123;occ;NA;NA;122245;Zonaria (Zonaria) pyrum;NA;species;164300;Late Pleistocene;;0.129;0.0117
1007679;occ;NA;NA;122945;Cypraeovula (Cypraeovula) capensis;NA;species;338815;Pleistocene;;2.58;0.0117
1007713;occ;NA;NA;122947;Mauritia arabica;NA;species;60023;Pleistocene;;2.58;0.0117
1007714;occ;NA;NA;122947;Naria erosa;NA;species;60031;Pleistocene;;2.58;0.0117
1007715;occ;NA;NA;122947;Cypraea (Erosaria) helvola;NA;species;60034;Pleistocene;;2.58;0.0117
1007716;occ;NA;NA;122947;Cypraea (Erosaria) caputserpentis;NA;species;147494;Pleistocene;;2.58;0.0117
1007717;occ;NA;NA;122947;Erronea (Melicerona) felina;NA;species;342613;Pleistocene;;2.58;0.0117
1007718;occ;NA;NA;122947;Cypraea (Staphylaea) nucleus;NA;species;170608;Pleistocene;;2.58;0.0117
1040326;occ;NA;NA;127360;Erosaria spurca;NA;species;109031;Late Pleistocene;;0.129;0.0117
1040327;occ;NA;NA;127360;Luria lurida;NA;species;115680;Late Pleistocene;;0.129;0.0117
1040387;occ;NA;NA;127358;Luria lurida;NA;species;115680;Late Pleistocene;;0.129;0.0117
1041617;occ;NA;NA;127592;Luria lurida;NA;species;115680;Late Pleistocene;;0.129;0.0117
1044624;occ;NA;NA;128324;Trona stercoraria;NA;species;249692;Middle Pleistocene;;0.774;0.129
1044673;occ;NA;NA;128325;Trona stercoraria;NA;species;249692;Middle Pleistocene;;0.774;0.129
1044994;occ;NA;NA;128385;Zonaria zonata;NA;species;164296;Late Pleistocene;;0.129;0.0117
1062000;occ;NA;NA;131220;Cypraeorbis noveli;NA;species;109030;Late Miocene;;11.63;5.333
1062066;occ;NA;NA;131220;Muracypraea henekeni;NA;species;161733;Late Miocene;;11.63;5.333
1062682;occ;NA;NA;131210;Muracypraea mus;NA;species;105974;Late Pliocene;;3.6;2.58
1063132;occ;NA;NA;131217;Muracypraea mus;NA;species;105974;Late Pliocene;;3.6;2.58
1063197;occ;NA;NA;131218;Cypraeidae;NA;family;60047;Late Pliocene;;3.6;2.58
1066927;occ;NA;NA;131977;Prozonarina fabagina;NA;species;114844;Messinian;;7.246;5.333
1077419;occ;NA;NA;134667;Propustularia parisimina;NA;species;248640;Pliocene;;5.333;2.58
1077420;occ;NA;NA;134667;Luria dominicensis;NA;species;109034;Pliocene;;5.333;2.58
1077421;occ;NA;NA;134669;Cypraea (Luria) cinerea;NA;species;167360;Pliocene;;5.333;2.58
1077422;occ;NA;NA;134663;Siphocypraea almirantensis;NA;species;167702;Piacenzian;;3.6;2.58
1078517;occ;NA;NA;131267;Muracypraea mus;NA;species;105974;Pleistocene;;2.58;0.0117
1081675;occ;NA;NA;96434;Luria cantaurana;NA;species;249690;Burdigalian;;20.45;15.98
1081676;occ;NA;NA;96434;Luria isabellaprimitiva;NA;species;249691;Burdigalian;;20.45;15.98
1081689;occ;NA;NA;96434;Trona ingrami;NA;species;249694;Burdigalian;;20.45;15.98
1081690;occ;NA;NA;96434;Trona trinitatensis;NA;species;106997;Burdigalian;;20.45;15.98
1081691;occ;NA;NA;96434;Propustularia longidentata;NA;species;249702;Burdigalian;;20.45;15.98
1081692;occ;NA;NA;96434;Propustularia paraguanensis;NA;species;249716;Burdigalian;;20.45;15.98
1081693;occ;NA;NA;96434;Zonaria pingata;NA;species;249719;Burdigalian;;20.45;15.98
1081694;occ;NA;NA;96434;Zonaria pseudotumulus;NA;species;249720;Burdigalian;;20.45;15.98
1081695;occ;NA;NA;96434;Pseudozonaria praeaequinoctialis;NA;species;249723;Burdigalian;;20.45;15.98
1081696;occ;NA;NA;96434;Pseudozonaria primarobertsi;NA;species;249724;Burdigalian;;20.45;15.98
1081697;occ;NA;NA;96434;Pseudozonaria falconensis;NA;species;249725;Burdigalian;;20.45;15.98
1081709;occ;NA;NA;96434;Muracypraea hyaena;NA;species;249683;Burdigalian;;20.45;15.98
1081710;occ;NA;NA;41764;Muracypraea woodringi;NA;species;187675;Late Miocene;;11.63;5.333
1081711;occ;NA;NA;89559;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1081712;occ;NA;NA;92597;Muracypraea woodringi;NA;species;187675;Tortonian;;11.63;7.246
1081713;occ;NA;NA;41762;Zonaria (Zonaria) pittorum;NA;species;335539;Early Pliocene;;5.333;3.6
1081714;occ;NA;NA;96519;Propustularia bartschi;NA;species;249792;Late Pliocene;;3.6;2.58
1081792;occ;NA;NA;135818;Muracypraea;NA;genus;109216;Serravallian;;13.82;11.63
1083305;occ;NA;NA;136016;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1084184;occ;NA;NA;130981;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085002;occ;NA;NA;131569;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085018;occ;NA;NA;84977;Cypraeidae;NA;family;60047;Early Pliocene;;5.333;3.6
1085102;occ;NA;NA;94000;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085111;occ;NA;NA;94104;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085141;occ;NA;NA;84965;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085158;occ;NA;NA;93797;Macrocypraea zebra;NA;species;109181;Messinian;;7.246;5.333
1085163;occ;NA;NA;131660;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085164;occ;NA;NA;131660;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085172;occ;NA;NA;84960;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085248;occ;NA;NA;131645;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085249;occ;NA;NA;131645;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085260;occ;NA;NA;84952;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085265;occ;NA;NA;131656;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085286;occ;NA;NA;131658;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085296;occ;NA;NA;131643;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085342;occ;NA;NA;94106;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085343;occ;NA;NA;94106;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085403;occ;NA;NA;84953;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085425;occ;NA;NA;131369;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085454;occ;NA;NA;131371;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085753;occ;NA;NA;131377;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085769;occ;NA;NA;131468;Muracypraea henekeni;NA;species;161733;Tortonian;;11.63;7.246
1085779;occ;NA;NA;131677;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085802;occ;NA;NA;131675;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1085840;occ;NA;NA;84956;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085885;occ;NA;NA;93737;Luria isabella;NA;species;60036;Zanclean;;5.333;3.6
1085886;occ;NA;NA;93737;Propustularia;NA;genus;10318;Zanclean;;5.333;3.6
1085887;occ;NA;NA;93737;Pseudozonaria raymondrobertsi;NA;species;335320;Zanclean;;5.333;3.6
1085888;occ;NA;NA;93737;Erosaria spurca;NA;species;109031;Zanclean;;5.333;3.6
1085889;occ;NA;NA;93737;Muracypraea henekeni;NA;species;161733;Zanclean;;5.333;3.6
1085909;occ;NA;NA;131494;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085910;occ;NA;NA;131494;Pseudozonaria raymondrobertsi;NA;species;335320;Messinian;;7.246;5.333
1085935;occ;NA;NA;84986;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085946;occ;NA;NA;131674;Pseudozonaria raymondrobertsi;NA;species;335320;Messinian;;7.246;5.333
1085947;occ;NA;NA;131674;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1085952;occ;NA;NA;94101;Luria isabella;NA;species;60036;Messinian;;7.246;5.333
1085974;occ;NA;NA;93733;Macrocypraea zebra;NA;species;109181;Zanclean;;5.333;3.6
1085975;occ;NA;NA;93733;Pseudozonaria raymondrobertsi;NA;species;335320;Zanclean;;5.333;3.6
1085976;occ;NA;NA;93733;Luria isabella;NA;species;60036;Zanclean;;5.333;3.6
1086001;occ;NA;NA;84983;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086023;occ;NA;NA;93996;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
1086024;occ;NA;NA;93996;Muracypraea henekeni;NA;species;161733;Messinian;;7.246;5.333
1086051;occ;NA;NA;94006;Pseudozonaria raymondrobertsi;NA;species;335320;Messinian;;7.246;5.333
1086052;occ;NA;NA;94006;Erosaria spurca;NA;species;109031;Messinian;;7.246;5.333
