it	posterior	prior	BD_lik	k_birth	k_death	RJ_hp	root_age	death_age	tot_length
208000	-2746.59771506585	-76.77648490653203	-2669.821230159318	6	6	2.7697530520431846	147.7878483103789	0.0	3256.3355761243356
209000	-2740.997070637884	-73.66699185910518	-2667.330078778779	6	6	3.7413773794549394	147.7878483103789	0.0	3256.3355761243356
210000	-2752.492814285939	-82.18058010839312	-2670.3122341775456	7	6	6.826039145020684	147.7878483103789	0.0	3256.3355761243356
211000	-2746.691863270021	-80.85024816992481	-2665.841615100096	6	7	5.783960015923918	147.7878483103789	0.0	3256.3355761243356
212000	-2763.5704641849206	-96.98195700462003	-2666.5885071803004	7	8	4.051184935561601	147.7878483103789	0.0	3256.3355761243356
213000	-2741.0655131253693	-76.3883557712209	-2664.677157354148	6	6	5.295541819141535	147.7878483103789	0.0	3256.3355761243356
214000	-2742.2781416343973	-74.2935243693236	-2667.9846172650737	6	6	3.5482143164901467	147.7878483103789	0.0	3256.3355761243356
215000	-2739.005394277726	-75.11700292957673	-2663.888391348149	6	6	4.875481037951712	147.7878483103789	0.0	3256.3355761243356
216000	-2747.352914695295	-80.80106763564405	-2666.551847059651	7	6	5.386655601128073	147.7878483103789	0.0	3256.3355761243356
217000	-2746.4008695323787	-76.35499401982874	-2670.04587551255	6	6	3.8527210117608712	147.7878483103789	0.0	3256.3355761243356
218000	-2743.107529496933	-76.34450910090979	-2666.763020396023	6	6	5.789675934778708	147.7878483103789	0.0	3256.3355761243356
219000	-2747.1138967800216	-75.89224998125503	-2671.2216467987664	6	6	2.4841882477509314	147.7878483103789	0.0	3256.3355761243356
220000	-2753.2936921271107	-70.54782453193673	-2682.745867595174	6	5	4.3527738571714565	147.7878483103789	0.0	3256.3355761243356
221000	-2754.734138974301	-73.07588439958221	-2681.6582545747187	6	5	5.443067972510809	147.7878483103789	0.0	3256.3355761243356
222000	-2739.305634711355	-76.3682984780701	-2662.937336233285	6	6	6.059595697292419	147.7878483103789	0.0	3256.3355761243356
223000	-2741.7637186329093	-76.73941665022943	-2665.02430198268	6	6	5.0548780558702315	147.7878483103789	0.0	3256.3355761243356
224000	-2744.2652701498328	-77.40056652612263	-2666.8647036237103	6	6	5.639004178206987	147.7878483103789	0.0	3256.3355761243356
225000	-2745.21738434653	-73.49149584439401	-2671.7258885021356	6	6	4.612664229678128	147.7878483103789	0.0	3256.3355761243356
226000	-2742.6338585004337	-73.79753780961306	-2668.8363206908207	6	6	3.6590816601386607	147.7878483103789	0.0	3256.3355761243356
227000	-2749.7391828739433	-77.6077374494884	-2672.131445424455	6	6	2.4656783968764016	147.7878483103789	0.0	3256.3355761243356
228000	-2744.4147186375394	-83.14669980906044	-2661.268018828479	7	6	3.7020233152904134	147.7878483103789	0.0	3256.3355761243356
229000	-2749.5134280881066	-83.4612683966482	-2666.052159691458	7	6	4.666190927283877	147.7878483103789	0.0	3256.3355761243356
230000	-2750.124081596721	-88.65866277314882	-2661.4654188235722	7	7	6.562367861277662	147.7878483103789	0.0	3256.3355761243356
231000	-2750.1259170270077	-71.966787657	-2678.1591293700076	6	6	4.567956820459827	147.7878483103789	0.0	3256.3355761243356
232000	-2747.227918080998	-78.53118241730539	-2668.6967356636924	6	6	3.9673728852493118	147.7878483103789	0.0	3256.3355761243356
233000	-2752.074860465115	-70.95170895980249	-2681.1231515053123	6	5	7.910740376746743	147.7878483103789	0.0	3256.3355761243356
234000	-2766.229793569356	-83.2235507332176	-2683.0062428361384	8	5	3.63559221343355	147.7878483103789	0.0	3256.3355761243356
235000	-2753.0031262320367	-67.66974150251288	-2685.333384729524	6	5	5.888121857777144	147.7878483103789	0.0	3256.3355761243356
236000	-2754.5576149407257	-76.84102645974923	-2677.7165884809765	7	5	1.8405920948873633	147.7878483103789	0.0	3256.3355761243356
237000	-2751.48771438167	-72.69690588921274	-2678.790808492457	6	6	5.3620888719011335	147.7878483103789	0.0	3256.3355761243356
238000	-2747.6326983430736	-71.09544178396516	-2676.5372565591083	6	5	5.846926743692034	147.7878483103789	0.0	3256.3355761243356
239000	-2747.2586973465773	-68.54996733373244	-2678.7087300128446	6	5	5.699375885252171	147.7878483103789	0.0	3256.3355761243356
240000	-2754.5260644306622	-78.6893538727614	-2675.836710557901	6	6	3.550419959002467	147.7878483103789	0.0	3256.3355761243356
241000	-2748.553849139115	-74.15516086492644	-2674.3986882741883	6	6	3.9176589706427976	147.7878483103789	0.0	3256.3355761243356
242000	-2751.6166547288917	-74.01624700577244	-2677.600407723119	6	5	2.647835031991023	147.7878483103789	0.0	3256.3355761243356
243000	-2747.262554322185	-69.7484395551665	-2677.514114767019	6	5	3.9555156482243365	147.7878483103789	0.0	3256.3355761243356
244000	-2746.833592816773	-75.04347506064647	-2671.7901177561266	6	6	3.31605288450392	147.7878483103789	0.0	3256.3355761243356
245000	-2749.94636251567	-73.11742458426006	-2676.82893793141	6	6	4.489584452440779	147.7878483103789	0.0	3256.3355761243356
246000	-2746.4354950968236	-74.16773938075005	-2672.2677557160737	6	6	4.953311950018936	147.7878483103789	0.0	3256.3355761243356
247000	-2755.3477243993666	-79.1884126407229	-2676.1593117586435	6	7	5.196401133136833	147.7878483103789	0.0	3256.3355761243356
248000	-2749.728296265466	-74.75312235589666	-2674.975173909569	6	6	4.471859301705841	147.7878483103789	0.0	3256.3355761243356
249000	-2749.285453015538	-76.49020890790389	-2672.7952441076345	6	6	5.726975820651508	147.7878483103789	0.0	3256.3355761243356
250000	-2750.572538723716	-69.2483912246088	-2681.3241474991073	6	5	3.5125233901360184	147.7878483103789	0.0	3256.3355761243356
251000	-2750.214840599881	-67.27685746065696	-2682.937983139224	6	5	4.117000436215527	147.7878483103789	0.0	3256.3355761243356
252000	-2755.065366641061	-70.79429214145351	-2684.2710744996075	6	5	4.2939535728216	147.7878483103789	0.0	3256.3355761243356
253000	-2758.988929145313	-66.08478489344486	-2692.904144251868	6	5	6.045703449026208	147.7878483103789	0.0	3256.3355761243356
254000	-2748.9189789199545	-71.98206771439749	-2676.936911205557	6	5	4.889983449028052	147.7878483103789	0.0	3256.3355761243356
255000	-2754.595601093507	-76.92523185455681	-2677.67036923895	6	6	8.94032012624329	147.7878483103789	0.0	3256.3355761243356
256000	-2745.2982399986945	-79.16646587360428	-2666.13177412509	6	6	5.646783501566003	147.7878483103789	0.0	3256.3355761243356
257000	-2744.114629293315	-77.68568050887905	-2666.4289487844358	6	6	4.048100111104155	147.7878483103789	0.0	3256.3355761243356
258000	-2743.949697560375	-75.31246777232141	-2668.637229788054	6	6	3.7620793390636775	147.7878483103789	0.0	3256.3355761243356
259000	-2739.269698407504	-74.66814380538382	-2664.6015546021204	6	6	4.404168180730572	147.7878483103789	0.0	3256.3355761243356
260000	-2738.154539298765	-74.4377574586909	-2663.716781840074	6	6	6.577872437612016	147.7878483103789	0.0	3256.3355761243356
261000	-2756.8481487215963	-75.31425297816571	-2681.5338957434305	6	6	4.89780260963559	147.7878483103789	0.0	3256.3355761243356
262000	-2747.9433865663123	-73.15729298440459	-2674.7860935819076	6	6	4.457630323954039	147.7878483103789	0.0	3256.3355761243356
263000	-2749.7098887035527	-66.23972972953023	-2683.4701589740225	6	5	5.045753834178183	147.7878483103789	0.0	3256.3355761243356
264000	-2755.6632718477067	-82.72273823722324	-2672.9405336104833	6	7	3.815771778097485	147.7878483103789	0.0	3256.3355761243356
265000	-2742.517451346418	-75.10992846755929	-2667.407522878859	6	6	3.440771977415937	147.7878483103789	0.0	3256.3355761243356
266000	-2741.242100223314	-76.39191702303532	-2664.850183200279	6	6	2.7517251070689697	147.7878483103789	0.0	3256.3355761243356
267000	-2754.057902929998	-82.812515336701	-2671.245387593297	7	6	3.1702559912399666	147.7878483103789	0.0	3256.3355761243356
268000	-2759.0756130062787	-84.7758418774442	-2674.2997711288344	8	6	6.314071293908098	147.7878483103789	0.0	3256.3355761243356
269000	-2750.180676913848	-69.5066497345993	-2680.6740271792487	6	6	4.862825345551383	147.7878483103789	0.0	3256.3355761243356
270000	-2744.0479485604515	-74.19258289794884	-2669.8553656625027	6	6	6.124479445221814	147.7878483103789	0.0	3256.3355761243356
271000	-2753.3674058714896	-77.61551728477448	-2675.7518885867153	6	6	4.551878591918664	147.7878483103789	0.0	3256.3355761243356
272000	-2753.995850167282	-73.77145819900018	-2680.2243919682815	6	6	6.281886554536006	147.7878483103789	0.0	3256.3355761243356
273000	-2771.7238203250895	-88.48650571912378	-2683.237314605966	7	7	5.473163625179485	147.7878483103789	0.0	3256.3355761243356
274000	-2755.59916368669	-72.64097773446002	-2682.95818595223	6	6	4.4630054106499575	147.7878483103789	0.0	3256.3355761243356
275000	-2753.0292027436367	-81.08915661583765	-2671.940046127799	7	6	3.258423604558601	147.7878483103789	0.0	3256.3355761243356
276000	-2753.0672528059804	-81.09802715932074	-2671.9692256466597	6	7	5.176470561628737	147.7878483103789	0.0	3256.3355761243356
277000	-2748.6419822011158	-72.93213328582834	-2675.7098489152872	6	6	6.536276280466045	147.7878483103789	0.0	3256.3355761243356
278000	-2748.6561974013357	-70.13720294597482	-2678.518994455361	6	5	2.4671213344077287	147.7878483103789	0.0	3256.3355761243356
279000	-2748.359792650217	-71.96764751377272	-2676.3921451364445	6	5	2.565402112435402	147.7878483103789	0.0	3256.3355761243356
280000	-2749.271243576615	-76.62080141104134	-2672.6504421655736	6	6	4.11873283821998	147.7878483103789	0.0	3256.3355761243356
281000	-2744.093394066045	-76.36310421317056	-2667.7302898528746	6	6	5.820684226233675	147.7878483103789	0.0	3256.3355761243356
282000	-2749.2619013935255	-76.55189493042356	-2672.7100064631018	6	6	3.267867610667075	147.7878483103789	0.0	3256.3355761243356
283000	-2749.241780450491	-74.17479532319857	-2675.066985127293	6	6	3.7426842524145725	147.7878483103789	0.0	3256.3355761243356
284000	-2748.4870729045606	-74.83516963886194	-2673.651903265699	6	6	4.351029550057854	147.7878483103789	0.0	3256.3355761243356
285000	-2747.3938298515054	-76.58032098134628	-2670.8135088701592	6	6	5.1248700918506	147.7878483103789	0.0	3256.3355761243356
286000	-2746.0244912705384	-69.98435773372455	-2676.0401335368138	6	5	3.536837027114699	147.7878483103789	0.0	3256.3355761243356
287000	-2750.898427464376	-70.8447877506324	-2680.0536397137435	6	5	4.70654776958869	147.7878483103789	0.0	3256.3355761243356
288000	-2747.108305746737	-76.4418082497535	-2670.6664974969835	6	6	6.647727702552297	147.7878483103789	0.0	3256.3355761243356
289000	-2744.0858679999324	-69.01002234185871	-2675.075845658074	6	5	3.9216475495930707	147.7878483103789	0.0	3256.3355761243356
290000	-2747.8694803248345	-70.53764756821924	-2677.3318327566153	6	5	3.7967649625858138	147.7878483103789	0.0	3256.3355761243356
291000	-2747.9383567009822	-75.05934186103693	-2672.8790148399453	6	5	5.13667285915839	147.7878483103789	0.0	3256.3355761243356
292000	-2744.870281703931	-75.11195767666659	-2669.7583240272647	6	6	4.277490543593084	147.7878483103789	0.0	3256.3355761243356
293000	-2746.5335232985876	-82.34756260748634	-2664.185960691101	6	7	5.717965901300617	147.7878483103789	0.0	3256.3355761243356
294000	-2741.526359145526	-76.05828291323618	-2665.4680762322896	6	6	3.5094964876007575	147.7878483103789	0.0	3256.3355761243356
295000	-2744.3668876868287	-78.07539605604968	-2666.291491630779	6	6	4.682860687919441	147.7878483103789	0.0	3256.3355761243356
296000	-2752.2599347326295	-79.24006700059809	-2673.0198677320313	6	7	4.90511807813564	147.7878483103789	0.0	3256.3355761243356
297000	-2754.424904687269	-76.92792616106271	-2677.4969785262065	6	7	4.951042889225157	147.7878483103789	0.0	3256.3355761243356
298000	-2741.7254113106596	-76.88260671301319	-2664.8428045976466	6	6	5.584164866159725	147.7878483103789	0.0	3256.3355761243356
299000	-2751.021925626391	-82.01335819037482	-2669.008567436016	6	6	3.7346433447214484	147.7878483103789	0.0	3256.3355761243356
300000	-2740.4232950011674	-79.14019286891732	-2661.28310213225	6	6	3.4956134113321533	147.7878483103789	0.0	3256.3355761243356
301000	-2739.5987695539206	-77.07385661162577	-2662.524912942295	6	6	5.972133939155643	147.7878483103789	0.0	3256.3355761243356
302000	-2747.6145745943436	-70.96685118746099	-2676.6477234068825	6	5	4.241979989932706	147.7878483103789	0.0	3256.3355761243356
303000	-2738.608892188466	-73.36322109141996	-2665.2456710970464	6	6	4.342316742403067	147.7878483103789	0.0	3256.3355761243356
304000	-2740.081206507064	-76.04359660614128	-2664.0376099009227	6	6	3.357979063447767	147.7878483103789	0.0	3256.3355761243356
305000	-2740.532107338646	-76.30844801214698	-2664.223659326499	6	6	3.3189305319900972	147.7878483103789	0.0	3256.3355761243356
306000	-2739.1696297404646	-76.92339191980301	-2662.2462378206615	6	6	5.721256013830588	147.7878483103789	0.0	3256.3355761243356
307000	-2741.2279783517797	-73.59675078349221	-2667.6312275682876	6	6	5.311091914025517	147.7878483103789	0.0	3256.3355761243356
308000	-2743.3893760371416	-80.67675651984138	-2662.7126195173	6	6	2.934289547177854	147.7878483103789	0.0	3256.3355761243356
309000	-2748.6998049790454	-81.31332490055426	-2667.3864800784913	7	6	4.646034095201262	147.7878483103789	0.0	3256.3355761243356
310000	-2741.3517466899207	-74.1855542142571	-2667.1661924756636	6	6	3.876534287835442	147.7878483103789	0.0	3256.3355761243356
311000	-2745.1538402360775	-74.06654883900862	-2671.087291397069	6	6	5.472560628659928	147.7878483103789	0.0	3256.3355761243356
312000	-2746.922298529759	-79.2605857967737	-2667.661712732985	7	6	5.666819056062477	147.7878483103789	0.0	3256.3355761243356
313000	-2751.4211332167747	-77.24588956671633	-2674.1752436500583	6	7	4.228170841588975	147.7878483103789	0.0	3256.3355761243356
314000	-2744.5547862296094	-71.77627536610858	-2672.7785108635007	6	6	5.246372477856298	147.7878483103789	0.0	3256.3355761243356
315000	-2758.416691300204	-80.1570126730283	-2678.2596786271756	7	6	5.068762744334987	147.7878483103789	0.0	3256.3355761243356
316000	-2746.7720824067073	-67.65795205553724	-2679.11413035117	6	5	5.960234457826627	147.7878483103789	0.0	3256.3355761243356
317000	-2749.7632100369524	-68.26529985040546	-2681.497910186547	6	5	5.551283812688528	147.7878483103789	0.0	3256.3355761243356
318000	-2752.6255096118443	-78.42680856161451	-2674.19870105023	7	6	5.300395544027517	147.7878483103789	0.0	3256.3355761243356
319000	-2754.4195256621438	-72.96300686748593	-2681.4565187946578	6	6	4.19041945029627	147.7878483103789	0.0	3256.3355761243356
320000	-2751.6205926252337	-77.40323155859315	-2674.2173610666405	6	6	2.442846942515203	147.7878483103789	0.0	3256.3355761243356
321000	-2755.1896757752706	-82.54253139007176	-2672.6471443851988	7	6	4.812432509382573	147.7878483103789	0.0	3256.3355761243356
322000	-2755.803306337917	-83.09767689430137	-2672.7056294436156	7	6	4.102635492646041	147.7878483103789	0.0	3256.3355761243356
323000	-2749.885254548733	-71.46745199281897	-2678.417802555914	6	5	3.117535953718385	147.7878483103789	0.0	3256.3355761243356
324000	-2751.8942693368876	-72.17982599651175	-2679.714443340376	6	5	2.8591398206748746	147.7878483103789	0.0	3256.3355761243356
325000	-2745.877862229219	-77.36716282046886	-2668.51069940875	6	6	4.996946607963455	147.7878483103789	0.0	3256.3355761243356
326000	-2741.0775368770337	-77.19664794795958	-2663.880888929074	6	6	3.545374969608673	147.7878483103789	0.0	3256.3355761243356
327000	-2745.370765743246	-75.70071360907667	-2669.6700521341695	6	6	8.186625018286158	147.7878483103789	0.0	3256.3355761243356
328000	-2749.325941775592	-80.02934507075462	-2669.2965967048376	7	6	7.258787060409305	147.7878483103789	0.0	3256.3355761243356
329000	-2756.2972858406706	-88.24912619415035	-2668.04815964652	7	7	4.893399412168292	147.7878483103789	0.0	3256.3355761243356
330000	-2743.4670071777214	-78.61656381169486	-2664.8504433660264	6	6	3.089045696759613	147.7878483103789	0.0	3256.3355761243356
331000	-2744.641002560968	-79.40539024251267	-2665.2356123184554	6	6	4.10275907406797	147.7878483103789	0.0	3256.3355761243356
332000	-2747.481475203217	-68.70019094658748	-2678.7812842566295	6	5	3.161099034464753	147.7878483103789	0.0	3256.3355761243356
333000	-2743.742169317068	-67.42016696753093	-2676.3220023495373	6	5	4.975376888002126	147.7878483103789	0.0	3256.3355761243356
334000	-2752.5020134289234	-72.95268250268654	-2679.549330926237	6	5	2.866797605476756	147.7878483103789	0.0	3256.3355761243356
335000	-2743.142300032905	-69.77456032752835	-2673.3677397053766	6	5	4.296156063498268	147.7878483103789	0.0	3256.3355761243356
336000	-2748.1825249887097	-72.5301900025556	-2675.652334986154	6	5	5.530853693270601	147.7878483103789	0.0	3256.3355761243356
337000	-2745.787358938093	-74.61542936897943	-2671.1719295691137	6	6	3.2136109703034235	147.7878483103789	0.0	3256.3355761243356
338000	-2763.842797442252	-80.50454271610202	-2683.33825472615	7	6	4.679322617616297	147.7878483103789	0.0	3256.3355761243356
339000	-2753.070779029269	-80.15101043228745	-2672.9197685969816	6	7	5.608977610380049	147.7878483103789	0.0	3256.3355761243356
340000	-2747.06093816617	-70.66616945378395	-2676.3947687123864	6	5	3.997046104126723	147.7878483103789	0.0	3256.3355761243356
341000	-2752.715460488722	-68.67206826042573	-2684.043392228296	6	5	3.2086497256272244	147.7878483103789	0.0	3256.3355761243356
342000	-2757.6509130795807	-72.99807119444093	-2684.65284188514	7	5	4.957716637861323	147.7878483103789	0.0	3256.3355761243356
343000	-2754.2014780534087	-76.54179077918447	-2677.6596872742243	7	5	3.823929785796582	147.7878483103789	0.0	3256.3355761243356
344000	-2763.3406450325374	-69.85494439593906	-2693.4857006365983	6	5	2.7020940325529113	147.7878483103789	0.0	3256.3355761243356
345000	-2763.1106666267247	-73.37426731375938	-2689.736399312965	7	5	6.57965336398556	147.7878483103789	0.0	3256.3355761243356
346000	-2758.325974398978	-72.63872398636822	-2685.6872504126095	6	6	4.366364493475016	147.7878483103789	0.0	3256.3355761243356
347000	-2752.264843356862	-70.39505365056972	-2681.869789706292	6	5	2.179471140109462	147.7878483103789	0.0	3256.3355761243356
348000	-2755.16857498249	-78.32246838332384	-2676.8461065991664	6	6	2.7115261746607553	147.7878483103789	0.0	3256.3355761243356
349000	-2750.517586102777	-74.84263422787363	-2675.6749518749034	6	6	3.8867280651045992	147.7878483103789	0.0	3256.3355761243356
